Channel,过零率,方差,能量,差分,AR_coef_0,AR_coef_1,AR_coef_2,AR_coef_3,AR_coef_4,Band_1_power,Band_2_power,Band_3_power,Band_4_power,Band_5_power,微分熵,Wavelet_energy_1,Wavelet_energy_2,Wavelet_energy_3,Wavelet_energy_4,Wavelet_energy_5,Theta_power,Alpha_power,Beta_power,Gamma_power
10,75,7.388256920256279e-07,2.1704255671879396,8.839510521731236e-06,-1.950217730631781e-09,0.8507800468777894,0.0437757464441424,0.03908453525721715,0.06635516282890486,1.3439558420332087e-12,2.81903083439251e-14,1.2796891651571074e-14,8.182661383287718e-15,6.625785046946629e-15,4.839879487197119,2.17095851884032,4.3074192027640775e-06,3.1537430879304137e-06,2.0765700273236627e-06,1.7158521540029939e-06,2.2281569455419435e-11,1.8248168618365133e-11,1.755949961145576e-11,4.116351093958401e-12
11,0,8.971999122869035e-07,116.83512920102689,8.740627240099268e-06,5.428201955985548e-08,0.8532957178370328,0.038653283784767616,0.03928972154226162,0.068756793885167,1.5537317920902034e-12,2.8285388873732704e-14,1.2666075156880212e-14,8.112027893763812e-15,6.52576606052119e-15,4.51724802405327,116.8515214204513,4.122647348726735e-06,3.095115051754603e-06,2.0693023016228445e-06,1.695596062603104e-06,2.357864373053018e-11,1.9024292091213066e-11,1.8834308988362558e-11,4.547367611481135e-12
12,0,6.921310658471404e-07,4.40570483269706,8.929094845752822e-06,-6.3228874746170814e-09,0.8485643528478428,0.04766217209909217,0.038718580252473274,0.06505007519194599,1.3507206868480774e-12,2.8410006771968867e-14,1.2852025780472098e-14,8.330038448723925e-15,6.7545113503636064e-15,4.846980080032269,4.4066095372699,4.366793627120077e-06,3.168975230008282e-06,2.090836904380606e-06,1.7374896786996576e-06,2.227384619465206e-11,1.8303780913413515e-11,1.7888439423167002e-11,4.177802373099141e-12
13,1,4.262874786588949e-05,57.93261434875791,9.538373026086686e-06,4.536424160826919e-08,0.8551150842364446,0.01995414941918804,0.05164094015289406,0.07328736503231131,4.0323252924222034e-12,3.020653210382459e-14,1.4628201524299404e-14,8.749338491652518e-15,6.9115585793316984e-15,2.8513692615446535,57.939651692093776,4.45054718877627e-06,3.332746290314066e-06,2.275482333886762e-06,1.8526777869955866e-06,3.034164919543279e-11,2.090742649973756e-11,1.977634275996395e-11,4.858032536395004e-12
14,35,3.938004531632789e-06,3.4464039710268493,1.2018051398455832e-05,9.36014120846498e-09,0.8832605032335388,0.006093223777781653,0.027210083732416155,0.0834320144253639,2.3673401139176623e-12,4.017286202806577e-14,1.8060802948352543e-14,1.0645283444612895e-14,8.549445299611987e-15,4.25747207144689,3.448688505357175,5.4724488269836214e-06,4.748771432041057e-06,2.9942331456996203e-06,2.2712667021341415e-06,2.892108051870494e-11,2.0619722414049098e-11,2.1575062357076316e-11,5.7838345728205764e-12
15,0,2.849901538998197e-06,9.760040972778855,1.1538172797264223e-05,2.9169190938617024e-09,0.8746623430865643,0.02569411461125431,0.04644952756798552,0.05319177825178912,2.446515352742778e-12,3.5549084303406827e-14,1.7044468638756082e-14,1.0610421102613586e-14,8.331505983560684e-15,4.407421523875272,9.763191072093408,5.923281424347191e-06,4.569446248175475e-06,2.704707570354295e-06,2.206873466920711e-06,3.686518499057631e-11,2.2144034966731474e-11,2.2183272242947295e-11,6.4146156821602296e-12
16,0,6.38550243194236e-06,455.521417379862,6.098806480100418e-06,9.177739003420494e-08,0.8001780488606259,0.08835060259299847,0.05798570937465217,0.053482428051236514,6.097243665712219e-13,1.747122308805423e-14,8.684198427129621e-15,6.0093308565018555e-15,4.913122437000632e-15,5.2392123693256085,455.56465430718424,2.9188157336299906e-06,1.935597576715928e-06,1.3225269212440505e-06,1.2310576985774243e-06,1.1329123466918635e-11,1.2259420525316866e-11,1.1538232723662775e-11,3.071034327247716e-12
17,0,8.432008932856205e-08,52.12332306710958,8.005354732705807e-06,4.0751561028291535e-07,0.8574084972437472,0.05388336826183275,0.03816854682568902,0.050489489133157664,6.328316951631241e-13,2.4893729576161822e-14,1.1320679537641194e-14,7.467031315389203e-15,6.055988651311043e-15,5.631890902682744,52.129289876440744,5.009831172084579e-06,2.9635691919716353e-06,1.840773687752441e-06,1.5453112362706693e-06,1.076099678127438e-11,1.0841452115751082e-11,1.117796500691963e-11,2.9669401686813377e-12
18,0,1.107820935872281e-05,541.2621870909935,6.256626817009763e-06,7.385761563878093e-08,0.8068271696515206,0.08319717488035969,0.055041499561783176,0.05493206955887393,6.614761844738364e-13,1.8055398281632162e-14,8.922602592592454e-15,6.122700735194228e-15,5.000960840277171e-15,4.910622817885053,541.3125664127479,3.0573933709790062e-06,2.052355688783559e-06,1.3577766576770956e-06,1.2565886762450023e-06,9.991959251430813e-12,1.1004940915653018e-11,1.1342329357071474e-11,2.8997902629230757e-12
19,0,5.262264609980777e-07,39.28494587535181,8.654972053096144e-06,2.6049706436181248e-08,0.8514921738470521,0.01942897990597909,0.02597152550936616,0.10310332378889492,7.153171900107191e-13,3.098716414600337e-14,1.269445254705406e-14,7.868215868563767e-15,6.398558460214591e-15,5.611861847636483,39.28927975332974,3.517668275168116e-06,2.982837581892969e-06,2.1849832595055683e-06,1.6714103332026288e-06,1.2319237378932962e-11,1.2313189589180327e-11,1.4419964221310595e-11,3.765128495195616e-12
20,0,5.835320498532405e-06,118.23019526553672,7.774059533550672e-06,4.349778200624717e-08,0.8305929538657376,0.04722886354782013,0.039512599247037636,0.08266315709264632,7.996294815470768e-13,2.5401425825574968e-14,1.1321508588577033e-14,7.327641972629884e-15,5.9617796951957484e-15,5.198234811632188,118.23940560861413,3.346456454175749e-06,2.600667111351231e-06,1.835498951776637e-06,1.5290061579686528e-06,1.275287609876986e-11,1.3555700614512859e-11,1.4386364375262634e-11,3.5847250020354473e-12
21,43,2.752251027480218e-06,2.1839003995722797,1.0870350475354843e-05,-8.431316999053854e-09,0.8779314033807247,-0.03296210682328955,0.02952519987300151,0.12550380993744095,1.394709268136063e-12,4.129250782490464e-14,1.6978232701140283e-14,9.362480260263666e-15,7.39989023877766e-15,4.604200205354625,2.184499959084163,4.201874238296194e-06,3.758506970310979e-06,2.954132287197772e-06,2.0534774479196562e-06,1.866911571796734e-11,1.5681652330781628e-11,1.7722386284903097e-11,4.527020321082674e-12
22,0,1.2570583350977328e-07,9.401057263714367,9.16785540524307e-06,-1.489658635580034e-07,0.8500789364856993,0.005801012698151708,0.040659221636723565,0.10341792791264987,1.089049007298623e-12,3.1450074402136475e-14,1.4069286011672205e-14,8.365685966136698e-15,6.638963418320603e-15,4.96459089337454,9.401660923517323,3.723369821530064e-06,3.086437858735407e-06,2.317504992312587e-06,1.7772965582465176e-06,1.6084154995400548e-11,1.558496819138668e-11,1.6332724517176534e-11,4.045076797657431e-12
23,35,4.280019309087377e-06,3.4573992156709084,1.208641838257757e-05,1.363872019434284e-08,0.8823235366219807,0.0017854637438823144,0.03521933567235735,0.08066777748103209,2.3694260762409883e-12,4.0303151717123576e-14,1.815734476792543e-14,1.077214237315292e-14,8.502288534031126e-15,4.255462767086477,3.459182884787281,5.488359808375997e-06,4.740683709476304e-06,3.0008958412667074e-06,2.29601018465194e-06,2.878506608550492e-11,2.063449910525381e-11,2.1695568813593134e-11,5.844884690387848e-12
24,0,3.8536021490477914e-07,13.224706881139609,9.314674158500632e-06,7.483026292277081e-08,0.8459376626966499,0.024881474608213754,0.049416900683120164,0.0797464264518707,8.57469268288667e-13,3.070753920968573e-14,1.3773322940339124e-14,8.783347578113868e-15,6.8244959480959275e-15,5.5969920384891125,13.225551127682875,3.9134460461597835e-06,3.229346105500924e-06,2.2641954068701103e-06,1.8170399274755826e-06,1.603432653757782e-11,1.6761104517824417e-11,1.7975532946718022e-11,4.122429473722081e-12
25,0,4.868751436977679e-06,397.47819805166165,5.034534233025338e-06,8.352392238383582e-08,0.7485139438789252,0.10386083162360521,0.07892313348331306,0.06869898289217206,3.4589113813029325e-13,1.3519084938526799e-14,7.395851428935536e-15,5.219230410109146e-15,4.241807771967431e-15,5.350472754783313,397.51716855764323,2.10041774624825e-06,1.4052160339455623e-06,1.054793130513719e-06,1.0497655064841447e-06,5.3526043592409844e-12,5.293381921044153e-12,6.865227187195603e-12,2.0666575364634233e-12
