Channel,过零率,方差,能量,差分,AR_coef_0,AR_coef_1,AR_coef_2,AR_coef_3,AR_coef_4,Band_1_power,Band_2_power,Band_3_power,Band_4_power,Band_5_power,微分熵,Wavelet_energy_1,Wavelet_energy_2,Wavelet_energy_3,Wavelet_energy_4,Wavelet_energy_5,Theta_power,Alpha_power,Beta_power,Gamma_power
20,108,1.7171427400555682e-13,1.904924093576858e-10,2.841064960927731e-11,6.0347428672808286e-09,2.607172586483013,-3.19008883339911,2.2423880546055672,-0.7023685888048841,2.3956845321863807e-15,4.747201272111048e-16,5.655860312139039e-17,3.458673076995633e-23,4.7539037817874844e-24,6.25355242644146,1.4493230210807837e-10,1.9441643115743326e-11,1.7467799466886314e-11,2.10746385075962e-11,1.827413626689512e-12,4.799023076773512e-14,4.138247215403972e-14,5.1016811465827804e-14,1.6738105161489676e-14
21,95,3.065468317499533e-13,3.664649044983444e-10,3.05293802124613e-11,-5.954807558163337e-09,2.654259655292012,-3.2782145435674206,2.3437359893925,-0.7444247200611278,5.356205542112276e-15,4.564936750647816e-16,5.3833101887438204e-17,3.0996125001218877e-23,4.270565767378687e-24,5.069433425087855,3.2456412172165853e-10,2.1208068725293726e-11,2.131617544389311e-11,1.8548297468157436e-11,1.995823136433396e-12,8.16225667617363e-14,2.618696254403138e-13,3.696748308925047e-14,1.0214948481535053e-14
22,112,2.48409837093004e-13,2.816002815370399e-10,3.783012761786769e-11,7.333167034480223e-09,2.586177338848599,-3.1512645976454214,2.2275120351966504,-0.7018342494491233,4.712388053448066e-15,6.846692103901487e-16,7.489417688438795e-17,3.6816161662793906e-23,6.548704147763065e-24,5.209986394570305,2.2469725564274525e-10,2.5073854994830806e-11,2.8469817255589727e-11,2.539629570077447e-11,2.564107592474505e-12,2.7621906509916774e-14,3.331908309894081e-14,7.14436823404777e-14,1.0520583302858335e-14
23,96,5.658882388318597e-13,7.244862527608064e-10,4.711147573766687e-11,-8.804610735477414e-09,2.620673307064059,-3.2005363823951476,2.2806022336405074,-0.7224497155368808,7.929235923969891e-15,6.778670546294416e-16,9.190128752211635e-17,7.691769736376677e-23,1.0652626247370373e-23,5.090155308855984,6.827748585032762e-10,2.973694049744436e-11,3.5231908168904756e-11,3.2194875944934307e-11,3.1261866180728484e-12,6.894549340775565e-14,3.8152886474376587e-13,5.285273164130386e-14,3.204558757956689e-14
24,122,3.1909758682850296e-13,3.65409134069763e-10,4.9716146382774205e-11,8.370142723456548e-09,2.568233200776546,-3.1375068380296542,2.268614585873614,-0.737097664216591,5.494124202991912e-15,6.797998862672872e-16,1.3776938401858562e-16,5.571096990954013e-23,8.924291414574873e-24,5.627660239266574,3.0725176429752364e-10,2.982684117885023e-11,3.35101737848591e-11,2.8764400943307277e-11,3.845623760681661e-12,7.643788303562641e-14,1.0303682752625945e-13,5.816551207034266e-14,2.155205667095459e-14
25,81,2.942935897755253e-13,2.956399845999228e-10,1.8032276680431957e-11,8.736904097214439e-10,2.7273119445533593,-3.37623090108537,2.3842218479595725,-0.7587623142990212,5.611596418208609e-15,2.547529771746516e-16,3.623983494037423e-17,1.9257207055908428e-23,2.9034591840132696e-24,4.986887135387847,2.566643334573426e-10,2.3831782757562728e-11,1.6323927924624634e-11,9.992251393292347e-12,8.579395409244228e-13,1.4065273252219128e-13,2.7423322865221044e-13,5.358742656756292e-14,2.287810016933884e-14
26,116,2.1569373738041025e-13,2.1572332676577925e-10,2.4668995270290146e-11,2.007854697869501e-10,2.7061319055831423,-3.3612273467837888,2.3619733578591227,-0.7442422659128963,4.860021179829552e-15,4.141273211549111e-16,3.5267409328594754e-17,1.7722848049582686e-23,2.580339441091861e-24,5.609074073592411,1.5233369504482605e-10,2.895887859746002e-11,2.3277499500639288e-11,1.4409522383009255e-11,1.2892304290959355e-12,1.4478722112304331e-13,2.0949745716334216e-13,6.369698754174805e-14,1.7346861087602824e-14
27,80,2.982131699771301e-13,3.074574520990632e-10,1.7063283386327227e-11,2.246544161067692e-09,2.776308571627929,-3.475508248974486,2.459904464253531,-0.783797684329979,6.282856099447302e-15,2.1737744520202238e-16,2.0029331974570235e-17,2.0015990852690642e-23,4.5258378166168744e-24,4.456286521424687,2.750275565415412e-10,3.2245192286545835e-11,1.6375960492491927e-11,7.589216159163056e-12,7.333308864533689e-13,1.0136581963361723e-13,3.8096655581623134e-13,6.842066266413659e-14,1.7968523300650566e-14
28,74,5.672247253380661e-13,5.744617409241148e-10,3.5827254910498327e-11,-1.6156581288263783e-09,2.7089868103963806,-3.3457340324755553,2.3460686795884573,-0.7276439962110735,9.45517459346552e-15,5.764618857010078e-16,4.080634850008526e-17,2.8405958889047785e-23,3.2873168838231396e-24,5.042161302559779,5.248193670793907e-10,4.3120379416102145e-11,3.068753043545862e-11,2.0772987588999036e-11,1.9183232487560606e-12,3.33817170274244e-13,1.619390250490536e-13,8.908339191114185e-14,1.6223214857383466e-14
29,98,2.4916600467431873e-13,2.641776530189615e-10,2.382285386896106e-11,3.849193527580502e-09,2.6971747443830854,-3.3430573746381835,2.3702444691744824,-0.7563755361401404,4.350438012278208e-15,3.150617465962617e-16,5.027225492748371e-17,2.45327457025017e-23,3.963684017991518e-24,5.107096771873807,2.552014721239091e-10,3.3813552529901994e-11,2.033515195009683e-11,1.4230683706407092e-11,1.298654688483859e-12,5.4158702622555944e-14,2.350288702730989e-13,9.018840211051727e-14,1.6107707870040858e-14
30,102,3.188432276721297e-13,3.464736980248053e-10,2.91589274672347e-11,-4.492308131137193e-09,2.6664028983207313,-3.2846169137731813,2.33264855778297,-0.7426881528362297,5.1678302015588335e-15,4.1226724212978427e-16,3.741705019508336e-17,4.4859861051234687e-23,5.0756555344298155e-24,5.277531461234369,3.257850031977718e-10,3.199217003451568e-11,2.9636095241063096e-11,1.6798256019435472e-11,1.7277892983690572e-12,4.325396736782927e-14,1.497211072187995e-13,6.294028922658107e-14,2.4253305572736925e-14
31,108,1.95941468661985e-13,2.168545123564937e-10,2.7969813017472417e-11,5.923569073205635e-09,2.6513795035184984,-3.271924620808046,2.3094005587396182,-0.7284014284492959,2.6358344921868045e-15,4.4870130235134265e-16,4.9357162995406567e-17,2.1083185884572867e-23,4.609436557102303e-24,6.270233914087863,1.7551639313567394e-10,2.7338429284809817e-11,2.0600877290871245e-11,1.8288275688703213e-11,1.683171896501822e-12,3.79716008639116e-14,8.041593292361424e-14,5.742075577063378e-14,1.8965535545396852e-14
32,82,4.811618156263599e-13,5.151529863068444e-10,3.723335984462644e-11,-3.1947893801935698e-09,2.634794516792354,-3.2289787772526415,2.2947385865003094,-0.7198643354349081,7.985978043203991e-15,6.518399540218864e-16,7.089017529024521e-17,4.992160648491992e-23,7.679074302991399e-24,5.035369150517085,5.221627239157922e-10,1.8934928604468618e-11,2.8728815390776744e-11,2.2938368523320915e-11,2.4349371321559997e-12,8.552053798692856e-14,2.620244279656187e-13,4.812333722233198e-14,2.0913434012672353e-14
33,98,3.033667273383718e-13,3.428449053907177e-10,3.9575768061686923e-11,7.059814971725415e-09,2.645145667826739,-3.269498167036022,2.338447431353174,-0.748570410807316,5.024558141453117e-15,4.961677320587545e-16,6.18707449348016e-17,5.074905043368647e-23,6.884205131677803e-24,5.615893720641351,2.7202920727726335e-10,3.6316191862190847e-11,3.0152148039333776e-11,2.4037657306122213e-11,2.603463626368994e-12,6.137105404298278e-14,9.97312378560525e-14,6.714494402408546e-14,3.2153199257517343e-14
34,48,7.286522603025082e-13,7.336805761399737e-10,2.1148202984641178e-11,6.443538675595354e-10,2.7547881148743043,-3.4105139034757497,2.3782947753961894,-0.7317407669981782,1.2430854749925359e-14,3.6883700593374363e-16,4.7784053106562275e-17,1.99679435673972e-23,2.4405949593901917e-24,4.179042364225696,6.747062364494165e-10,4.0206332828456996e-11,1.8199669323908065e-11,1.2188765946540718e-11,9.914906074042378e-13,1.483447277876405e-13,1.9710428976345677e-13,9.339308290720555e-14,8.567355792119456e-15
35,71,3.83620930280073e-13,3.936076449513714e-10,1.968506267257756e-11,2.412051315890982e-09,2.7508177068339528,-3.425503883106547,2.4448484361617213,-0.7932914177649611,9.32793106429605e-15,2.1736885287282644e-16,2.098635789689395e-17,1.5990575308720876e-23,2.6033807588341175e-24,3.878645119442815,3.404570611001554e-10,4.481193692091809e-11,1.7506758947071533e-11,7.64862975713938e-12,8.661895617804524e-13,6.8561174861712e-14,7.077923531799026e-13,6.032009241514581e-14,1.510616985217401e-14
36,113,1.5831555859915004e-13,1.5915846862076557e-10,2.2340842267406168e-11,-1.5713835196446372e-09,2.6464117024073914,-3.266120678230269,2.3260105785572436,-0.7577283558057469,3.0981089646861343e-15,3.487046719955662e-16,3.508367841591788e-17,2.9302171234590785e-23,3.730140955354677e-24,5.898696668478815,9.895313746392382e-11,3.118955328531593e-11,2.1753834609966615e-11,1.1705591592508489e-11,1.2878777114686024e-12,4.847150574607355e-14,9.529091120080353e-14,5.431442534832387e-14,1.8363756087157325e-14
37,77,3.3616470936791004e-13,3.490188370788416e-10,2.1748982824732503e-11,3.220146942805459e-09,2.734238911792586,-3.3931514104861864,2.407099895379445,-0.7764015708368719,7.279781987034929e-15,2.2511475121413864e-16,2.4722219297121133e-17,2.921689324395317e-23,3.6685341173633696e-24,4.139311947871653,2.842135882904854e-10,4.727739662207013e-11,1.872015488675238e-11,1.0941732376239833e-11,9.732808207228233e-13,3.943470614908119e-14,5.559732086101409e-13,8.548182928308339e-14,1.772505799016021e-14
38,110,2.989877910132896e-13,3.005603022062655e-10,3.0156626946217143e-11,-9.107322714467912e-10,2.671001078571987,-3.2843894408434426,2.293070377331325,-0.7068156686120202,5.109563516429309e-15,5.181315677998872e-16,5.610126207727749e-17,2.3483300778782786e-23,3.300675778962353e-24,5.380770757497331,2.771433039265049e-10,2.2906640833119172e-11,2.561360188935816e-11,2.057239238767681e-11,1.7058224873745884e-12,2.2894874740368468e-14,1.4862415123270134e-13,6.285851931518741e-14,1.2214115952932368e-14
39,82,3.882149726596412e-13,4.1548745742586024e-10,3.299757688542144e-11,4.719097924798483e-09,2.6974920767378996,-3.3390984432047026,2.368438233402286,-0.7555011354456389,8.11651095027092e-15,4.901700167128661e-16,5.305323747691907e-17,3.100230762388521e-23,4.712437879752691e-24,4.806647465247488,3.363780574092328e-10,3.6775260323595154e-11,2.7398438315451376e-11,1.764849102089853e-11,1.786174975375382e-12,4.8508152382715784e-14,5.137218123703128e-13,1.1022675850810159e-13,1.9518394535431262e-14
40,68,5.71979531282312e-13,5.838344431073667e-10,3.813115886994709e-11,-2.066971770530778e-09,2.653885747504934,-3.254544096299883,2.315157064473694,-0.7332156276657438,9.80615894945708e-15,5.80202758749969e-16,6.520030757793247e-17,3.865470028153681e-23,5.715896207126398e-24,4.894989444373206,6.173178611312522e-10,4.452689278554176e-11,3.044458241473768e-11,2.3684129909034834e-11,2.3776268596470537e-12,7.624129770740823e-14,3.043804779880062e-13,7.14384216170989e-14,2.954325683378073e-14
41,114,4.0442481562124135e-13,4.380443593229726e-10,5.979887597615255e-11,7.188018142436011e-09,2.5716327380130943,-3.137490718510443,2.259852976537039,-0.7329615401443562,6.5325365917266864e-15,9.06254181657942e-16,1.5175306419406323e-16,6.787573336548787e-23,1.0332590245770977e-23,5.662872258279294,3.761053989586713e-10,4.139351956849351e-11,3.589822566852864e-11,3.7527419000882784e-11,4.43219921574855e-12,1.4105006518617334e-13,2.991641621568194e-13,1.0013650457478529e-13,2.678651719965282e-14
42,72,3.889708664346272e-13,3.968471606907429e-10,1.7801761790872522e-11,2.029409647555569e-09,2.7527709321397325,-3.4266053957759173,2.4514850615016606,-0.7994291573541216,9.963207388337117e-15,1.749247210202488e-16,2.3359857253676068e-17,1.664849880089519e-23,2.6443144623842184e-24,3.9726700298643767,3.480205837469438e-10,4.133822707167053e-11,1.33667352364411e-11,8.852415213080594e-12,7.565838393955889e-13,5.582291344409251e-14,6.6861236813217e-13,8.593590617333606e-14,1.2773376665228726e-14
43,124,1.835528239771579e-13,1.8567741278631006e-10,2.7805438121173635e-11,2.4305188475745104e-09,2.686268500710718,-3.3471476909383133,2.3730500254583253,-0.7631341366549925,2.8112476509313975e-15,4.2854531493362212e-16,3.7926093361864264e-17,2.4390193197769716e-23,4.214580315596703e-24,6.108120494362323,1.1164891777883943e-10,3.7676210333657894e-11,2.3301266865853736e-11,1.7013301667889848e-11,1.5206579473050154e-12,4.595348085822677e-14,1.1143899681824871e-13,6.775073977596725e-14,2.2468115576255037e-14
44,98,4.696901016722926e-13,4.893699380155825e-10,3.050020457201528e-11,3.8429980061141595e-09,2.768210111948888,-3.4648460364191003,2.453746373308452,-0.7829905040261861,1.1612258508717007e-14,4.0856450921200714e-16,3.298801616993486e-17,2.421005491943083e-23,4.014032356925898e-24,4.108742610430479,3.8322855860800746e-10,6.461664765004993e-11,3.2398731249787746e-11,1.395014691811843e-11,1.3396106495660922e-12,7.43127688166562e-14,8.452873967953417e-13,1.238802540908866e-13,1.695647431926511e-14
45,80,2.6035610508774034e-13,2.6046013856356566e-10,2.9203737085461476e-11,-1.9848261682597867e-10,2.6615936878316417,-3.274011169025943,2.3002508199561023,-0.7179828088594064,4.289907989720505e-15,4.4051300286044187e-16,4.2183400554815963e-17,3.444445986367826e-23,4.937235831351173e-24,5.643057815554691,2.1214441452912922e-10,2.7671440298703053e-11,2.371114386564024e-11,1.8724999816012493e-11,1.7405803620511695e-12,9.380700739313917e-14,1.0208551897437825e-13,4.647251204831483e-14,1.869806468399401e-14
46,87,6.031106845641927e-13,6.285040203209129e-10,4.641027041571051e-11,4.421433015143747e-09,2.6927920533646015,-3.3290359936042693,2.3787019511404073,-0.7701120561253663,1.3225056823113655e-14,7.145943677904189e-16,8.704551594419105e-17,3.711655388553858e-23,6.909611956960933e-24,4.10274339084366,5.217164805998331e-10,5.596145393631336e-11,3.5422429757623065e-11,2.613797572400229e-11,2.563529809154559e-12,1.0677682364584476e-13,1.028240389100586e-12,1.645201788926588e-13,1.4179040758914135e-14
47,100,3.9828107854355764e-13,3.9854606332704234e-10,4.0991123845267176e-11,6.035529739489717e-10,2.612142763598236,-3.199847128630916,2.3122729224631224,-0.7539917311849647,8.59317606669944e-15,5.55040997004992e-16,9.480218030271303e-17,8.867644676715116e-23,1.2219411477782708e-23,5.1669707329693955,3.1645662192047205e-10,3.5711836733159734e-11,2.8117462393430045e-11,2.3582503760391867e-11,2.877087987037226e-12,1.9862165331940497e-13,2.520533824073176e-13,6.94007609778427e-14,2.7171673675774654e-14
48,97,5.948302616656902e-13,6.240471518061362e-10,6.887789046156405e-11,5.550693994358464e-09,2.6440334996846535,-3.263773532703137,2.343524760373933,-0.7561957555785572,1.127647644293093e-14,1.0568521770978052e-15,1.3771355559538333e-16,7.523773507071149e-23,1.3187892204640726e-23,5.071217295122373,4.842639313681108e-10,6.545696429520224e-11,4.0397521169723885e-11,4.373788706574386e-11,4.5231107882183795e-12,1.7611426991068489e-13,6.1573157664882e-13,1.697922380524688e-13,1.622441227295455e-14
49,85,4.56714805153145e-13,4.718370694014559e-10,3.2526841827719917e-11,3.204858094222818e-09,2.711143457995744,-3.3650942562285175,2.402367777381697,-0.7745099757464142,9.412466821194022e-15,4.0572783633186166e-16,5.724854008698135e-17,2.230772460457389e-23,4.780455796622113e-24,4.680161354109826,3.916359566234755e-10,5.03070412040313e-11,2.827749911988429e-11,1.748182801969361e-11,1.7276641623458398e-12,1.1552531776890398e-13,4.4245189733436906e-13,1.1705633944194754e-13,2.520324399748731e-14
50,104,3.4960479611689865e-13,3.515201571274862e-10,3.660689730731451e-11,1.4970912604548237e-09,2.674325788499773,-3.3014303083819403,2.336303023375926,-0.7403489567109562,5.581608962073619e-15,6.705838376789968e-16,5.688452463726325e-17,3.279700700869106e-23,4.761343818423914e-24,5.70780207711174,2.983247455690847e-10,3.7599557353710295e-11,2.809076600602265e-11,2.1806840433433114e-11,2.1128686484084695e-12,2.1147385567647042e-13,1.7139709191294129e-13,8.191502466272179e-14,1.668651540001213e-14
51,84,4.785312327643257e-13,4.934867167733895e-10,3.9463634667262595e-11,3.563742684454819e-09,2.7225076705391102,-3.3846419494844966,2.396637370771874,-0.7638308756950977,1.0003015679699504e-14,6.391376090615936e-16,5.2196433993805417e-17,3.402258498658782e-23,6.319293460177593e-24,4.793844589284389,3.843507076281005e-10,5.4672899497609216e-11,3.23203569514248e-11,2.195084738582806e-11,1.9859268794821618e-12,1.2344905391083512e-13,6.606695822143077e-13,1.6153534066911194e-13,1.3699348204361582e-14
