CB0101,CB0102,CB0103,CB0104,CB0105,CB0106,CB0107,CB0108,CB0109,CB0110,CB0111,CB0112,CB0113,CB0114,CB0115,CB0116,CB0117,CB0118,CB0119,CB0120,CB0301,CB0302,CB0303,CB0304,CB0305,CB0306,CB0307,CB0308,CB0309,CB0310,CB0311,CB0312,CB0313,CB0314,CB0315,CB0316,CB0317,CB0318,CB0319,CB0320
2,2,2,2,2,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,3,1,1,3,3,1,1,1,1,3,3,1,3,1,1,3,3,1,1
