Channel,过零率,方差,能量,差分,AR_coef_0,AR_coef_1,AR_coef_2,AR_coef_3,AR_coef_4,Band_1_power,Band_2_power,Band_3_power,Band_4_power,Band_5_power,微分熵,Wavelet_energy_1,Wavelet_energy_2,Wavelet_energy_3,Wavelet_energy_4,Wavelet_energy_5,Theta_power,Alpha_power,Beta_power,Gamma_power
20,125,6.35214352142875e-14,6.354809377015838e-11,1.1091445220470033e-11,-2.1715275289381128e-10,2.63002566885874,-3.2482891913889875,2.309550713599904,-0.7480187191294732,8.691145418356503e-16,2.01310795443981e-16,1.8487037837734578e-17,9.913775167487212e-24,1.3264863029239395e-24,6.3986474675056515,4.456221510387385e-11,1.1081945958498962e-11,8.320577087665872e-12,6.829456799467676e-12,6.852847313205876e-13,7.475396902948362e-15,1.5910822491683774e-14,2.37727475840178e-14,1.1268950097844316e-14
21,130,8.324349282627394e-14,8.339599313347832e-11,1.3748534049057867e-11,5.618205475676553e-10,2.682641778587418,-3.3253579981610537,2.3108343183798605,-0.7155897495592138,1.25442129830219e-15,2.1593282648357506e-16,1.7930769492634e-17,1.204347855850532e-23,2.8302396208397263e-24,6.231864799492757,5.208204785432286e-11,1.3106780905516044e-11,1.309006474717017e-11,9.108810479943314e-12,7.239446455777121e-13,1.6313602426471714e-14,1.7051242149054553e-14,2.4698054002433432e-14,8.999402482574428e-15
22,123,7.793077357059711e-14,7.793092378650556e-11,1.1306064697108655e-11,-2.3408157929614222e-11,2.648226437580219,-3.2605583638181375,2.299916603059904,-0.7340380637614048,1.232355810707901e-15,1.8686816621450888e-16,1.7454902763851062e-17,1.081141118409525e-23,2.1225873748787114e-24,6.091298284089148,5.056742634020122e-11,1.18546581253058e-11,1.0930802400724745e-11,6.659224778171374e-12,6.55308451813532e-13,1.2688362209040643e-14,2.8701293694029595e-14,2.2245710531153565e-14,1.2516164847063021e-14
23,122,1.5653900282770772e-13,1.5752840617271365e-10,1.5020106557554552e-11,-8.794672714298941e-10,2.6494272982179927,-3.240468305078921,2.2617977444127746,-0.6945304887675143,1.918039367193174e-15,2.5132186896782517e-16,2.400972840492837e-17,1.4773597656239717e-23,2.5171271013358545e-24,5.361012262898103,1.680710756360412e-10,9.470809816022656e-12,1.5212245368159604e-11,9.086202265287136e-12,8.917691218688589e-13,3.348771932326871e-14,8.504481748702891e-15,2.4033291439865837e-14,1.2926394797459719e-14
24,136,5.893870013430311e-14,5.911168710110785e-11,1.1196603535989858e-11,6.745825759180625e-10,2.6285366443815414,-3.246922136254005,2.2915329671323654,-0.7256818871076729,1.0560141348819196e-15,1.4127783637035253e-16,2.2902894235377394e-17,1.220205124010911e-23,2.4776101984010214e-24,5.979092377777704,4.073351827864758e-11,6.886432606814443e-12,8.39790067828953e-12,8.366206911667903e-12,7.047857400930174e-13,6.996138966129208e-15,1.817759329105234e-14,2.01884995325027e-14,6.561275689683095e-15
25,98,1.0528196413090735e-13,1.0546735766393403e-10,8.854003155917986e-12,3.0748045942433605e-10,2.764417056317884,-3.4537578733462415,2.3990534740502074,-0.7349153345078969,1.9089622450323312e-15,1.5845114519998167e-16,7.86298130249421e-18,6.08484974320455e-24,1.2210121140204253e-24,5.646281228775229,9.263207504591065e-11,1.1989085085065426e-11,9.543459985421894e-12,4.62837076172752e-12,4.055820580831902e-13,3.622125941370487e-14,2.109998619916541e-14,2.887124328871127e-14,9.074387995937208e-15
26,125,7.01223680010809e-14,7.039445122950286e-11,1.0139841182151212e-11,7.414649917302215e-10,2.677614589749446,-3.3268242881087904,2.3579484111488225,-0.755636661563421,1.1579609577347662e-15,1.5873081380639287e-16,9.985159840286335e-18,1.0806435308868663e-23,9.952019259694782e-25,6.120301284379445,4.41799917106669e-11,1.2256459063675169e-11,8.586917601077882e-12,5.62044573607533e-12,5.697104741179276e-13,1.5005762272474257e-14,1.6471340250972e-14,2.949951442489327e-14,5.79007315210226e-15
27,92,1.1329735767322923e-13,1.1375138782528472e-10,8.295157819580117e-12,3.417684941190199e-10,2.716874678430561,-3.376588978920219,2.4021080949600306,-0.7672317356708374,1.7713490096813752e-15,1.3058145493117906e-16,9.385080940576483e-18,6.912103236523897e-24,1.3417473655817006e-24,5.448328435008067,1.0620154482749944e-10,1.2978942090107177e-11,8.6309628525867e-12,4.456886828694476e-12,4.499894453508184e-13,9.862333498696033e-15,1.696448553107033e-14,3.7302879277415826e-14,1.0025771273732552e-14
28,72,1.7416320705228782e-13,1.7437704877299428e-10,1.3283196145675219e-11,-2.11265491822921e-10,2.7091867772454172,-3.332196479590113,2.294301206161874,-0.6922615439978139,3.4882507582121025e-15,2.2684087243370457e-16,1.7037187331392907e-17,1.3043388175399082e-23,1.5985688988133848e-24,4.280428361628234,1.4484938852272462e-10,1.3111284752585268e-11,1.4359904758769065e-11,7.785547852950954e-12,6.57070354761324e-13,1.2006652763009352e-14,3.662507982314426e-14,3.9412668670036155e-14,7.507868986388148e-15
29,121,8.202202179962932e-14,8.230771551284842e-11,9.503800506153814e-12,5.259226396600319e-10,2.6738827851213998,-3.3069751137213426,2.346664516793191,-0.751645524411236,1.2271769137685159e-15,1.3489775822443118e-16,1.8581108298346984e-17,8.447946975784464e-24,1.44712866427908e-24,6.263495050949976,5.852609635591665e-11,1.2834997935875186e-11,8.69026566646328e-12,5.665424813126319e-12,5.382166991011962e-13,2.153703199454706e-14,3.3066490820776115e-14,3.445602516847005e-14,7.255933520568727e-15
30,142,9.646156804294996e-14,9.731203750426642e-11,1.885195916837293e-11,1.53464484066543e-09,2.6254496543362333,-3.232557670287735,2.261874363226628,-0.7103412642615741,1.9880724385124343e-15,2.950623159241674e-16,3.3203635773004334e-17,1.1805092109936504e-23,1.5865610933982643e-24,5.7643929299938375,6.016796396783464e-11,1.601054090493599e-11,1.3960121304214723e-11,1.1862556179599516e-11,1.121334325736475e-12,1.3968169688402436e-14,1.1691877345258862e-14,4.9498452366431954e-14,1.462290863036861e-14
31,101,9.560337144089211e-14,9.574874939604405e-11,1.1551331292224046e-11,4.654697643386013e-10,2.6312786762931863,-3.2321550896704907,2.308581274490683,-0.7442482431260256,1.4591454601497947e-15,1.7161757622922358e-16,2.2444088678937328e-17,1.010804524316147e-23,1.2180655411463061e-24,5.792998466829416,7.000732498724282e-11,1.2870393658928495e-11,8.94547886146055e-12,7.469254065750816e-12,7.42680195397808e-13,1.511673024952824e-14,3.3235166007569895e-14,2.3819674423617194e-14,1.3391364215054285e-14
32,160,8.573726925002126e-14,8.59776243471843e-11,2.0224291379747754e-11,9.067685369581437e-10,2.59610571351011,-3.2026223167811994,2.2689166909084144,-0.7275778581712016,1.291148759023701e-15,3.0391214934988055e-16,4.374253707424539e-17,2.4695633727329265e-23,1.8487008808503954e-24,6.353740467467141,4.676166415964544e-11,1.604371670110747e-11,1.3289562377831537e-11,1.3303950347354072e-11,1.3361997875137444e-12,3.3019531680083294e-14,1.0175476013785372e-14,3.160953216662356e-14,1.1053197484351863e-14
33,133,7.080863421532425e-14,7.160980149208944e-11,1.068064080369988e-11,1.1280677433259275e-09,2.6525266875238347,-3.2696324781180692,2.290072813854689,-0.7141941542584449,1.3679114075871485e-15,1.655792029619395e-16,1.6831310983647946e-17,9.09974584128809e-24,2.223287917848796e-24,5.74700194153955,4.8175371968506054e-11,9.646349445107785e-12,7.962029719853667e-12,6.910149010147975e-12,6.208510921036169e-13,2.35643249031362e-14,1.2386168477796578e-14,1.5832385318887817e-14,9.537085964439197e-15
34,112,9.615529321223794e-14,9.621679588721227e-11,1.3604735040986547e-11,2.768502740799808e-10,2.6420424243426894,-3.242332556476625,2.2678213892733847,-0.7094018837895324,1.6335031440369356e-15,2.4705310412090886e-16,1.7997556944488655e-17,9.119674947497419e-24,1.800550349960064e-24,5.754199638604067,6.854099880353718e-11,1.2681218226206724e-11,1.1194145144930464e-11,8.940454677365325e-12,7.827264004613056e-13,1.438461611104608e-14,2.2749540210139436e-14,2.8814418125939655e-14,7.404438989354875e-15
35,82,1.0475964924667804e-13,1.0528780606149126e-10,7.653676614282097e-12,6.29647679841877e-10,2.7220700360637933,-3.3754473795393958,2.386287071699181,-0.7597349635780706,1.732311260027853e-15,9.64452896006106e-17,1.3431869600659655e-17,7.305724695899986e-24,9.806274243904274e-25,5.398875507188916,8.792435893607121e-11,1.4036223728952338e-11,7.40521970612476e-12,4.1446448673818895e-12,3.7948249663862647e-13,1.1746669612570283e-14,1.8498915025962337e-14,3.67979399811786e-14,6.165939395454611e-15
36,138,5.462490085788562e-14,5.464896178043239e-11,9.791466658503599e-12,3.452507388311315e-10,2.6563416098727446,-3.2951404156727717,2.325041049291319,-0.7529446114021492,1.0185200656652237e-15,1.4198849333926359e-16,1.203262434428367e-17,9.329911830394791e-24,1.2586040917694526e-24,6.377783794157055,2.8049482997876668e-11,1.0638889549229524e-11,1.0851824664264843e-11,5.6695148908764266e-12,5.258939503581803e-13,1.3300019946467614e-14,1.8209956207501683e-14,2.5575916614223257e-14,1.101071295906909e-14
37,100,1.1159584039473299e-13,1.1298231453522495e-10,1.2510165547446523e-11,1.2747550477798658e-09,2.7025918249732435,-3.346716540954439,2.340442721591871,-0.732649844859589,1.5722949190050364e-15,2.1538973284908102e-16,1.3632674347999373e-17,9.372762471705068e-24,1.3796131350513835e-24,6.03381483115657,7.920384591268433e-11,1.8636646420686045e-11,1.3124333937196885e-11,7.773332223834895e-12,6.363556147498851e-13,2.201534384205909e-14,2.4567982592145804e-14,4.455432118562282e-14,1.4889596406947643e-14
38,98,1.0666900639487598e-13,1.0686331887873883e-10,1.154588865130475e-11,5.076952353096884e-10,2.710435996557697,-3.36075104505332,2.3428650154776003,-0.7241212136300506,1.9948113869176336e-15,1.6220813341094716e-16,1.533987933241083e-17,1.2124337313570454e-23,2.0032404937606935e-24,5.178534540298915,8.132142657319256e-11,1.1158325280757003e-11,1.1151635476589965e-11,7.623598299161428e-12,5.912704195964866e-13,1.1679097738972713e-14,2.661718813642821e-14,3.274766172168308e-14,8.950029310037515e-15
39,151,7.711802841411437e-14,7.730436111532414e-11,1.2643923061160953e-11,8.013275075895305e-10,2.6384422924571256,-3.2550650085173904,2.3040462125301477,-0.7390277051503188,1.1239162173709694e-15,1.8299740184346853e-16,2.2276921046548518e-17,1.2093306351381464e-23,1.7077270925523858e-24,6.2520959176877335,5.117442117909665e-11,1.593815579313918e-11,1.0461838260539139e-11,7.165347521369026e-12,7.546418187987805e-13,2.1451971705249252e-14,1.2355949057340497e-14,2.451641375795537e-14,1.3425056460341916e-14
40,160,1.2790578524656172e-13,1.290500396129614e-10,2.989455677748003e-11,2.063884634772746e-09,2.5904108966970183,-3.1880096241751406,2.2518535811410247,-0.7126316996057835,2.0484017485454825e-15,4.604580382281326e-16,7.680310465747677e-17,2.5152140244046645e-23,3.8689666977115845e-24,6.282686124585296,7.695899777889888e-11,1.562162797453143e-11,1.8056840575565303e-11,2.2490469475293735e-11,2.017740704520225e-12,4.9301104922445196e-14,1.6134815613836678e-14,3.410013745305127e-14,1.3875935511084945e-14
41,126,6.932947320999239e-14,6.993745549890453e-11,1.1010804624219698e-11,1.009122472077812e-09,2.614827073008817,-3.1853085816025026,2.208083843752318,-0.6841960722040838,1.3259193766723912e-15,1.789021790411363e-16,2.3131264521249693e-17,9.037432383629637e-24,1.7890892451557658e-24,5.80478130772161,4.6566459526345776e-11,7.70375382010639e-12,1.1591662985113711e-11,7.927923831783277e-12,6.323220760546709e-13,2.3984841474160067e-14,1.4664351369151534e-14,1.995674519274902e-14,4.031223792822803e-15
42,68,1.8182702036906152e-13,1.821874108652526e-10,1.1741851229879595e-11,3.5501399457685453e-10,2.685988086709825,-3.303821471785378,2.3373555956332197,-0.7410546080295619,2.383577353403461e-15,1.6192695481541866e-16,1.97529846598912e-17,6.723821172126814e-24,1.2576176269533333e-24,4.718442577531081,1.6149272239829849e-10,1.8483624976356747e-11,1.2687338449514069e-11,6.00772934070497e-12,6.420753810217098e-13,1.2213588798975382e-14,2.058344426221488e-14,3.2761549489711644e-14,1.1161759479672558e-14
43,98,1.5246143466067959e-13,1.5323047172090974e-10,1.5054957512585848e-11,1.0193137360083762e-09,2.7128589899569295,-3.3880755558568048,2.4309275690219168,-0.7910877668440539,2.014524977064963e-15,2.030162842715762e-16,1.2729542055611194e-17,1.1754819335894218e-23,1.8725199605743164e-24,5.911003285705976,1.1586641919728555e-10,2.257994370747598e-11,1.5010846906495038e-11,6.737388233480208e-12,8.200844992423086e-13,2.707277874005734e-14,7.822127126300696e-14,4.683782947755471e-14,9.816116632563249e-15
44,103,1.0450258322087824e-13,1.0517194176399539e-10,1.2649099329418097e-11,1.0752395432406419e-09,2.6921282377066222,-3.3301743007277786,2.3293702581932,-0.7301179230494546,1.757373977565966e-15,2.3575321231215003e-16,1.954662167687599e-17,1.1333836199307612e-23,1.3039010543682482e-24,5.811718847025351,7.095011590453796e-11,1.7719860800228323e-11,1.1494271156135131e-11,8.702986662108462e-12,6.534525224136391e-13,2.1292615459713794e-14,3.155546209549565e-14,5.034031652487187e-14,1.1323772836791793e-14
45,103,1.4640739254528832e-13,1.4691170481774911e-10,1.6596930459106596e-11,7.856466245352155e-10,2.6923554981936286,-3.3339547985531266,2.347720757314079,-0.7440228006725116,1.5740518659281101e-15,2.6522148873462153e-16,3.6422735568538516e-17,2.026389306711722e-23,1.9647343200766455e-24,6.372447320874049,1.120929526429706e-10,2.5509048065703916e-11,1.2280095868479954e-11,8.889443428954523e-12,8.70679543373999e-13,2.253686646230416e-14,4.9287601214729245e-14,5.375046262697838e-14,9.995567804110861e-15
46,118,1.0566936472524144e-13,1.0621265861239089e-10,1.4391662773094455e-11,9.315169248896011e-10,2.6761203437199343,-3.3189760931167953,2.3485266347648213,-0.748966308470169,1.4163423596512898e-15,2.5835787491619493e-16,2.7298035153822688e-17,1.1813121166084877e-23,1.544576510025047e-24,6.398268715931656,7.067477204559611e-11,2.221531654722396e-11,8.994164984774009e-12,9.238983528965713e-12,8.141662634919481e-13,1.6088220374099266e-14,2.66887321869395e-14,5.974271536298334e-14,1.054149814139913e-14
47,106,1.4908314947985216e-13,1.5517396668364306e-10,1.958384965751333e-11,2.872916430396957e-09,2.634732094324069,-3.2369160780433783,2.289476260392436,-0.7235705740611025,2.5184129487475252e-15,2.7229005355231986e-16,3.9317640038699374e-17,3.183077956228735e-23,4.6486616384375254e-24,5.207889439397422,1.2806831813099333e-10,1.381575303472473e-11,1.5082362577100556e-11,1.2293172781224393e-11,1.2183792124637915e-12,2.868237920358258e-14,2.9306825419045596e-14,3.1579137075831596e-14,9.319476044763573e-15
48,107,7.585073956203401e-14,7.658793486523159e-11,1.02574078256865e-11,1.1155696163445988e-09,2.6087945052181354,-3.1923780393052903,2.277271096432207,-0.7365558588010499,1.6761119816744852e-15,1.4144719107250824e-16,2.3410350380153065e-17,1.143045868126201e-23,1.410325706777962e-24,5.5047474809667705,5.5120181005535693e-11,1.1212183758051999e-11,7.930751503817952e-12,5.948137847282194e-12,6.576189723646521e-13,2.1495672461108617e-14,1.9016770916941648e-14,2.8115287371153225e-14,6.689163148518477e-15
49,92,1.3888740348276692e-13,1.3974202872371687e-10,1.6275299640159168e-11,1.0251485004096108e-09,2.6156639470312664,-3.2008553001509377,2.2861373451293323,-0.7365182209724672,2.1779807235123328e-15,2.309657289761008e-16,4.0517085439504964e-17,1.4930075140170157e-23,1.799372456255647e-24,5.423980719188644,9.944266144542261e-11,1.886253156368524e-11,1.454783417785808e-11,8.905177671775091e-12,1.058544361139726e-12,1.3613833912618044e-14,2.8064048039705085e-14,4.3477002505134735e-14,7.715049325848019e-15
50,114,1.4374542343979128e-13,1.4406503937745426e-10,1.804152674585839e-11,7.604883122888572e-10,2.6649732384645515,-3.3053836341008873,2.366851184995352,-0.7617017519190715,2.37100420842776e-15,2.473867341307437e-16,3.0840590768433473e-17,2.237535689460447e-23,3.875332320299429e-24,5.4462696208992405,1.0661090880079545e-10,1.7450445261760332e-11,1.4275631661626229e-11,1.1213833335625899e-11,1.1394029813798032e-12,2.6416080814131974e-14,5.3788851547997294e-14,3.300682510096295e-14,9.100310641252267e-15
51,128,8.420630243019333e-14,8.612256357185052e-11,1.4461629117075581e-11,2.3930023155339252e-09,2.613138726952964,-3.219725556222225,2.3043469981547404,-0.7531243067075104,1.512919326153959e-15,2.1032973224257623e-16,2.93471441365694e-17,1.2192062093712771e-23,1.6347072944957104e-24,6.064910832552725,5.0733219716944074e-11,1.6253172566708156e-11,1.2642334587743886e-11,7.405953911187596e-12,9.36007202280134e-13,1.6353615828649882e-14,1.518183731956808e-14,3.946984670668347e-14,8.734934443521086e-15
