%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 500 Hz
%Board = OpenBCI_GUI$BoardCytonWifiDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
229.0, -86687.82105300677, -87358.64160759945, -84136.48118215575, -187500.02235174447, -96234.89931045764, -83599.14524545017, -187500.02235174447, -84254.5877998576, -83443.33123485223, -86459.76620432928, -86158.6882065163, -85537.22030368094, -84404.83622608618, -84369.38635938005, -96240.33078436027, -90385.40308301485, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7658030929489284E9, 0.0, 2025-12-15 20:51:32.948
230.0, -86680.48968082544, -87348.58332259457, -84137.93404554535, -187500.02235174447, -96242.94593846155, -83605.04610598637, -187500.02235174447, -84257.85115454807, -83462.97841822845, -86448.52327686826, -86151.40153782387, -85543.72466131744, -84414.4251244575, -84362.03263545426, -96233.5135023014, -90372.37201599742, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7658030929489887E9, 0.0, 2025-12-15 20:51:32.948
231.0, -86659.70255848201, -87323.63877578244, -84132.27905419815, -187500.02235174447, -96264.9177032611, -83607.95183276557, -187500.02235174447, -84255.88420103601, -83479.92104052557, -86429.85957024808, -86141.36560456343, -85546.83155379671, -84422.67291816151, -84352.2649231273, -96234.67579301308, -90352.59072215448, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765803092949031E9, 0.0, 2025-12-15 20:51:32.949
232.0, -86622.53160745282, -87282.39980726241, -84111.78250453265, -187500.02235174447, -96302.35687522375, -83600.24048092848, -187500.02235174447, -84238.69570954988, -83489.08525575224, -86383.65851445896, -86109.08968556997, -85536.95208274748, -84417.3755547256, -84321.59832973461, -96242.00716519442, -90304.44506459773, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7658030929490693E9, 0.0, 2025-12-15 20:51:32.949
233.0, -86623.8950638646, -87290.8040631776, -84106.50749284119, -187500.02235174447, -96314.44916897407, -83597.91589950513, -187500.02235174447, -84232.61603505803, -83472.76848229987, -86385.80428192667, -86091.45415919473, -85519.71888777244, -84406.60201389814, -84307.67319293895, -96243.86235998421, -90307.26138439911, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7658030929491117E9, 0.0, 2025-12-15 20:51:32.949
234.0, -86634.28862503632, -87304.93036567335, -84108.42974286435, -187500.02235174447, -96308.95063983806, -83596.01600122642, -187500.02235174447, -84231.96783446883, -83455.69174953601, -86402.41162805696, -86098.60671742044, -85509.16886438953, -84401.28229871778, -84311.98707961883, -96233.78172323486, -90324.6733933298, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7658030929491544E9, 0.0, 2025-12-15 20:51:32.949
235.0, -86643.452840263, -87314.56396753358, -84112.90009175541, -187500.02235174447, -96304.86027060275, -83596.3289256488, -187500.02235174447, -84234.04654670318, -83452.56250531226, -86411.86641596156, -86107.65917392483, -85507.8277597222, -84401.95285105144, -84318.5584924887, -96224.461045797, -90335.49163764616, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7658030929491963E9, 0.0, 2025-12-15 20:51:32.949
236.0, -86660.7083869825, -87334.45702009881, -84122.5560453601, -187500.02235174447, -96295.60664839824, -83598.8323210278, -187500.02235174447, -84239.90270375046, -83451.8919529786, -86426.64091904652, -86117.51629322962, -85509.57119578973, -84404.70211561944, -84326.58276874814, -96213.39693229162, -90350.91434132033, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7658030929492376E9, 0.0, 2025-12-15 20:51:32.949
237.0, -86694.05718970981, -87371.15858449443, -84144.23723748175, -187500.02235174447, -96274.75247082145, -83609.91878627763, -187500.02235174447, -84258.40994815946, -83453.7024442795, -86466.58348638815, -86145.38891856538, -85520.92588197302, -84416.70500239194, -84352.42138533847, -96199.71766468498, -90390.94631563978, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7658030929492805E9, 0.0, 2025-12-15 20:51:32.949
238.0, -88326.80741868108, -89088.3313522734, -85820.61807162978, -187500.02235174447, -97304.00559949942, -85295.66500135243, -187500.02235174447, -85904.34770635936, -85184.21920349827, -88122.22190168165, -87818.9310811676, -87227.21335020225, -86101.4230372218, -86003.63415522983, -90310.34592513394, -92066.92481838762, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765803092949368E9, 0.0, 2025-12-15 20:51:32.949
