%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 500 Hz
%Board = OpenBCI_GUI$BoardCytonWifiDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
38.0, -180081.5454222614, -118497.95204376604, -155652.56394774484, -187500.02235174447, -157747.50354856296, -158103.075099358, -155664.25391009497, -187500.02235174447, -158111.90403841782, -156849.54456681546, -157069.23986306667, -157499.75681302033, -155480.5002189279, -156775.98497581304, -149223.46463483153, -155494.67122491257, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657733016176784E9, 0.0, 2025-12-15 12:35:01.617
39.0, -180042.4522212091, -118520.81787834382, -155521.22509732546, -187500.02235174447, -157583.73231693893, -157952.75961789605, -155558.217234399, -187500.02235174447, -157952.15612079576, -156688.07556487032, -156905.49098318708, -157335.27032557374, -155319.5676588497, -156612.3255029113, -149419.98117208257, -155501.5108587159, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657733016177025E9, 0.0, 2025-12-15 12:35:01.617
40.0, -180041.91577934215, -118556.42420726112, -155388.2769213053, -187500.02235174447, -157461.37886779057, -157821.73369189905, -155428.30889562477, -187500.02235174447, -157831.56845945938, -156566.95146166702, -156786.8032201294, -157217.4542805498, -155196.2307329453, -156492.25193169736, -149574.56583673548, -155469.83843682273, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657733016177156E9, 0.0, 2025-12-15 12:35:01.617
41.0, -180089.9496781766, -118590.35415534428, -155306.08955694313, -187500.02235174447, -157415.7589573573, -157757.29361263438, -155330.25179269933, -187500.02235174447, -157783.0875257358, -156520.7951093668, -156743.41848414164, -157176.57293994105, -155147.4145230549, -156448.95660268745, -149612.7202645207, -155400.2798080778, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765773301617728E9, 0.0, 2025-12-15 12:35:01.617
42.0, -180113.97780346608, -118603.02759445044, -155300.4569173404, -187500.02235174447, -157445.5091292273, -157773.23040643102, -155307.14008893253, -187500.02235174447, -157807.65209289218, -156550.67939170354, -156774.53211242345, -157210.68170197986, -155173.16373266742, -156481.81366703674, -149577.18099083676, -155344.48985391736, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.76577330161774E9, 0.0, 2025-12-15 12:35:01.617
43.0, -180130.09341121835, -118606.4474113521, -155358.79497036876, -187500.02235174447, -157539.29704896177, -157853.003782392, -155345.38392369557, -187500.02235174447, -157896.79084977997, -156644.35555271574, -156869.7728955475, -157308.71645316083, -155263.73300120034, -156578.12733389466, -149473.5806552864, -155307.654179055, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657733016177518E9, 0.0, 2025-12-15 12:35:01.617
44.0, -180185.2351647896, -118605.95567297407, -155461.52358788534, -187500.02235174447, -157672.96048080453, -157974.2396443176, -155423.1232909111, -187500.02235174447, -158028.33086589945, -156776.63317640225, -157004.062176235, -157443.63158269305, -155395.18361034198, -156712.46131807106, -149273.9348738116, -155269.18682684744, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657733016177638E9, 0.0, 2025-12-15 12:35:01.617
45.0, -180210.96202265765, -118602.4464490946, -155563.5593013238, -187500.02235174447, -157760.8922434917, -158073.92842458826, -155522.74501594843, -187500.02235174447, -158113.98275065218, -156863.80497977795, -157087.70240398674, -157526.53420287778, -155483.22713175145, -156797.9120371237, -149125.11695922815, -155275.6911844839, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765773301617777E9, 0.0, 2025-12-15 12:35:01.617
46.0, -180188.09618807986, -118605.26276889596, -155613.51545018144, -187500.02235174447, -157772.4480953751, -158105.13145984788, -155589.28615919186, -187500.02235174447, -158128.55608803703, -156876.2325496951, -157097.24659886915, -157533.7314645924, -155498.5604284478, -156806.47275525008, -149100.57474381625, -155323.36745540707, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657733016177905E9, 0.0, 2025-12-15 12:35:01.617
47.0, -180173.58990592838, -118613.51056259997, -155588.61560685822, -187500.02235174447, -157715.69701620305, -158059.13156975884, -155581.46304863252, -187500.02235174447, -158078.06349731248, -156819.8167466899, -157040.38376097486, -157473.94054817446, -155445.60914583315, -156747.66531558818, -149136.62810762264, -155346.79208359626, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657733016178029E9, 0.0, 2025-12-15 12:35:01.617
