%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 1000 Hz
%Board = OpenBCI_GUI$BoardCytonWifiDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
219.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, 50607.76926371685, 50640.42516236605, 50594.35821704367, -81037.79179308318, 50426.384857462035, 50589.39612977459, 50595.565211244255, 50594.8946589106, -172781.35392443585, 50623.92957495804, -104661.03758347483, 50536.66836460452, 50605.08705438222, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7656188806958385E9, 0.0, 2025-12-13 17:41:20.695
220.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, 50595.72167345544, 50628.33286861573, 50582.15416457107, -80903.97189902925, 50414.426674178445, 50577.10267032417, 50583.472917493935, 50582.66825469354, -172854.26531484906, 50611.59141201871, -104788.39782338116, 50524.41960864301, 50592.81594667625, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7656188806959665E9, 0.0, 2025-12-13 17:41:20.695
221.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, 50589.46318500795, 50622.32024935725, 50575.96273135695, -80812.1285810624, 50408.16818573096, 50566.08326030771, 50572.31939701073, 50571.58178944371, -172919.06302202502, 50600.3931880466, -104902.25760963651, 50513.13197769308, 50581.72948142642, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7656188806960688E9, 0.0, 2025-12-13 17:41:20.696
222.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, 50588.703225696474, 50621.58264179023, 50575.426289490024, -80765.27932468407, 50407.296467697204, 50561.12117303863, 50567.111440552646, 50566.59735043017, -172966.1357958479, 50595.274638566334, -104980.30990127444, 50508.125186935096, 50576.476821479424, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765618880696184E9, 0.0, 2025-12-13 17:41:20.696
223.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, 50589.0385018633, 50621.78380749033, 50575.5380482123, -80747.062652953, 50407.564688630664, 50561.165876527535, 50567.13379229711, 50566.843219619186, -172995.37187759543, 50595.31934205525, -105026.0862739189, 50508.32635263519, 50576.700338923976, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765618880696278E9, 0.0, 2025-12-13 17:41:20.696
224.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, 50589.66435070805, 50622.20849063498, 50575.89567612358, -80766.15104271783, 50408.011723519776, 50560.96471082744, 50567.044385319285, 50566.66440566354, -173004.3796306109, 50595.25228682188, -105040.65961130377, 50508.304000890734, 50576.5885802017, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765618880696375E9, 0.0, 2025-12-13 17:41:20.696
225.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, 50592.65948446506, 50625.2483278809, 50579.002568602875, -80833.65331097285, 50411.20802297688, 50561.90348409456, 50568.05021381977, 50567.55847544176, -172985.26888910163, 50596.3922257891, -105012.33995107889, 50509.26512590231, 50577.72851916892, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765618880696474E9, 0.0, 2025-12-13 17:41:20.696
226.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, 50599.36500780166, 50632.043258195314, 50585.998664617386, -80932.31391099858, 50418.09236026912, 50565.81503937424, 50572.09587956618, 50571.58178944371, -172940.67715891328, 50600.23672583541, -104940.68025835518, 50513.221384670906, 50581.55066747078, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7656188806965683E9, 0.0, 2025-12-13 17:41:20.696
227.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, 50605.31057182677, 50638.03352570934, 50591.787766431305, -81045.57020015361, 50423.76970336076, 50572.94524585548, 50579.18138255851, 50578.60023720268, -172885.9153849978, 50607.18811836102, -104848.76988515495, 50520.32923940769, 50588.5914669742, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765618880696672E9, 0.0, 2025-12-13 17:41:20.696
228.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, 50608.082188139226, 50640.82749376625, 50594.46997576595, -81168.19187023543, 50426.11663652857, 50578.04144359129, 50584.29993203878, 50583.741138427395, -172817.96608185364, 50612.32901958573, -104739.55926174633, 50525.514844121324, 50593.888830410106, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765618880696836E9, 0.0, 2025-12-13 17:41:20.696
