%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 1000 Hz
%Board = OpenBCI_GUI$BoardCytonWifiDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
192.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -106214.88615451887, 54743.51254028232, -187500.02235174447, 54795.32388392972, -187500.02235174447, -179940.46121125954, 54702.72060665138, 54771.13929642908, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657149753060017E9, 0.0, 2025-12-14 20:22:55.306
193.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -106315.49135631221, 54756.38714508858, -187500.02235174447, 54808.06437826924, -187500.02235174447, -180183.24585953305, 54715.662266691004, 54783.85743902415, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657149753060243E9, 0.0, 2025-12-14 20:22:55.306
194.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -106455.39092485797, 54776.25784590934, -187500.02235174447, 54828.27035525684, -187500.02235174447, -180528.3120904341, 54735.6223744896, 54803.72813984491, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657149753060365E9, 0.0, 2025-12-14 20:22:55.306
195.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -106622.38080768357, 54798.90016304257, -187500.02235174447, 54851.158541579076, -187500.02235174447, -180955.40922348612, 54758.30939511173, 54826.66102965606, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657149753060465E9, 0.0, 2025-12-14 20:22:55.306
196.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -106765.99076580892, 54817.49681442938, -187500.02235174447, 54869.7998964548, -187500.02235174447, -181308.96911728015, 54777.062508709736, 54845.481198487425, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657149753060565E9, 0.0, 2025-12-14 20:22:55.306
197.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -106864.51725536791, 54832.51718670335, -187500.02235174447, 54884.9543791955, -187500.02235174447, -181512.50410229017, 54792.23934319489, 54860.590977739215, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657149753060665E9, 0.0, 2025-12-14 20:22:55.306
198.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -106898.08957553978, 54835.445265227, -187500.02235174447, 54887.74834725241, -187500.02235174447, -181550.43501263083, 54795.145069974074, 54863.452001029495, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657149753060765E9, 0.0, 2025-12-14 20:22:55.306
199.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -106893.23924699298, 54835.422913482544, -187500.02235174447, 54887.793050741326, -187500.02235174447, -181495.56147999305, 54795.167421718535, 54863.452001029495, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657149753060868E9, 0.0, 2025-12-14 20:22:55.306
200.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -106858.66109832062, 54830.125550046636, -187500.02235174447, 54882.69685300552, -187500.02235174447, -181377.03017914656, 54790.048872238265, 54858.15463759359, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657149753060956E9, 0.0, 2025-12-14 20:22:55.306
201.0, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -106790.28711203185, 54816.80391035127, -187500.02235174447, 54869.1516958656, -187500.02235174447, -181186.6156681318, 54776.54841858726, 54844.721239175946, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657149753061044E9, 0.0, 2025-12-14 20:22:55.306
