%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 500 Hz
%Board = OpenBCI_GUI$BoardCytonWifiDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
178.0, 62288.299177682304, -187500.02235174447, -84495.65136380808, -83647.06738556235, -187500.02235174447, -82443.87298153318, -83882.78888258802, -90661.22360959335, -173507.29388085532, -187500.02235174447, -87054.41201381828, -88515.50084537278, -90329.03198349857, -81540.86250553877, -187500.02235174447, -89788.11976768015, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126542065E9, 0.0, 2025-12-15 14:33:32.654
179.0, 62301.5537621443, -187500.02235174447, -84676.54403168488, -83731.3111104144, -187500.02235174447, -82622.01638484198, -84450.27732256381, -89525.66558428593, -173600.7241726785, -187500.02235174447, -86991.5812601544, -87259.55632442908, -89575.77819535472, -81871.13188161039, -187500.02235174447, -88797.66926737658, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765780412654251E9, 0.0, 2025-12-15 14:33:32.654
180.0, 62325.69364615603, -187500.02235174447, -84720.82283745085, -83844.43328910272, -187500.02235174447, -82975.86685131394, -84929.00698530758, -87910.26030901198, -173744.15531684822, -187500.02235174447, -86472.1043672686, -85594.82074914227, -88203.4704927767, -82425.87982724665, -187500.02235174447, -87266.57477218805, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126542726E9, 0.0, 2025-12-15 14:33:32.654
181.0, 62344.96084987651, -187500.02235174447, -84652.47120290651, -83931.9627203897, -187500.02235174447, -83377.23712649789, -85280.48816686728, -86501.04987633823, -173850.7284344111, -187500.02235174447, -85604.58846146923, -84199.2225288418, -86780.1337576072, -82962.34404591848, -187500.02235174447, -85847.70838590962, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126542883E9, 0.0, 2025-12-15 14:33:32.654
182.0, 62357.790751193854, -187500.02235174447, -84530.40832643608, -83977.38146512287, -187500.02235174447, -83727.55601734591, -85485.40896003354, -85727.8359803958, -173876.92467891274, -187500.02235174447, -84690.02213359144, -83517.27080551039, -85795.87469051775, -83327.21392240691, -187500.02235174447, -84995.54812855103, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126543047E9, 0.0, 2025-12-15 14:33:32.654
183.0, 62357.29901281584, -187500.02235174447, -84325.88986467003, -83962.58461029347, -187500.02235174447, -83833.14565815279, -85184.73329362075, -85960.9423233202, -173831.6847481352, -187500.02235174447, -84219.54026455167, -83913.0084410916, -85643.90517996612, -83360.71918734541, -187500.02235174447, -85073.01927483312, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765780412654323E9, 0.0, 2025-12-15 14:33:32.654
184.0, 62340.266983540896, -187500.02235174447, -84155.27899924267, -83885.53814715602, -187500.02235174447, -83667.36276952777, -84641.00475800094, -87098.98139226215, -173715.5003804565, -187500.02235174447, -84280.62758214804, -85173.46801441527, -86399.6400117445, -83039.68108173384, -187500.02235174447, -86065.88376353786, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126543386E9, 0.0, 2025-12-15 14:33:32.654
185.0, 62314.04838729482, -187500.02235174447, -84118.7562488027, -83781.6248871833, -187500.02235174447, -83324.2187886499, -84173.49567097375, -88724.84728394118, -173552.9584947775, -187500.02235174447, -84810.47568446108, -86849.87120030775, -87778.9214585926, -82495.19258680256, -187500.02235174447, -87606.58950884218, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126543608E9, 0.0, 2025-12-15 14:33:32.654
186.0, 62286.73455557044, -187500.02235174447, -84184.51508099021, -83696.73296174205, -187500.02235174447, -82923.29554835506, -83809.25164333006, -90134.61651022632, -173422.0890309917, -187500.02235174447, -85688.78748283237, -88249.62684507691, -89201.69940015071, -81961.16470827637, -187500.02235174447, -89026.03704047645, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126543777E9, 0.0, 2025-12-15 14:33:32.654
187.0, 62267.690869294514, -187500.02235174447, -84308.52255922825, -83655.11401356626, -187500.02235174447, -82572.93195401812, -83595.41250412614, -90917.35224930671, -173375.64210601355, -187500.02235174447, -86612.47332244794, -88940.18399002362, -90195.90499352277, -81597.4124190107, -187500.02235174447, -89888.1214723732, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765780412654393E9, 0.0, 2025-12-15 14:33:32.654
188.0, 62267.89203499461, -187500.02235174447, -84527.63671012362, -83679.27624932244, -187500.02235174447, -82476.79710111584, -83914.43895273673, -90705.77063629277, -173402.50890284884, -187500.02235174447, -87088.8560520239, -88565.38993899703, -90369.86862061842, -81569.42803495265, -187500.02235174447, -89831.86213157918, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126544108E9, 0.0, 2025-12-15 14:33:32.654
189.0, 62281.817171790266, -187500.02235174447, -84711.23393907952, -83763.63173289679, -187500.02235174447, -82651.67714973417, -84482.08385492371, -89585.12122453704, -173496.4979882834, -187500.02235174447, -87034.7424786976, -87323.97405194928, -89631.36698381508, -81895.11530341093, -187500.02235174447, -88856.63316924968, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126544263E9, 0.0, 2025-12-15 14:33:32.654
190.0, 62304.43713717904, -187500.02235174447, -84756.36211113479, -83874.98812377312, -187500.02235174447, -83001.99604058219, -84962.24402931261, -87972.86754523129, -173637.76101324096, -187500.02235174447, -86519.8253416807, -85660.69134005206, -88264.11077548395, -82445.6611210896, -187500.02235174447, -87329.67374678538, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126544414E9, 0.0, 2025-12-15 14:33:32.654
191.0, 62329.15816654661, -187500.02235174447, -84695.23009004952, -83968.6642847853, -187500.02235174447, -83408.4848652464, -85320.47543769782, -86565.08762420269, -173753.45364254163, -187500.02235174447, -85661.96538948601, -84264.71314009585, -86845.04322350542, -82988.80851135356, -187500.02235174447, -85911.90259598524, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126544604E9, 0.0, 2025-12-15 14:33:32.654
192.0, 62343.262117297905, -187500.02235174447, -84575.93882989154, -84016.07233477502, -187500.02235174447, -83762.35768346283, -85532.28056815632, -85780.20611765458, -173781.2145091551, -187500.02235174447, -84744.78390750694, -83567.83045146828, -85852.17873480068, -83358.17108847751, -187500.02235174447, -85049.25937047713, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126544764E9, 0.0, 2025-12-15 14:33:32.654
193.0, 62342.6139167087, -187500.02235174447, -84371.5097751033, -84001.18607296779, -187500.02235174447, -83871.99299001611, -85238.73510822476, -85993.62057371385, -173734.99110162153, -187500.02235174447, -84264.4896226513, -83943.02683389507, -85683.26660195191, -83396.79490289628, -187500.02235174447, -85107.77623746112, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126544924E9, 0.0, 2025-12-15 14:33:32.654
194.0, 62312.26024773839, -187500.02235174447, -84185.96794437981, -83911.555577702, -187500.02235174447, -83697.02353441996, -84683.24955502148, -87103.5634998755, -173606.17799832558, -187500.02235174447, -84302.12996031404, -85174.38443593794, -86409.67594500494, -83067.33018962505, -187500.02235174447, -86071.78462407406, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.765780412654523E9, 0.0, 2025-12-15 14:33:32.654
195.0, 62289.640282349625, -187500.02235174447, -84150.67453988487, -83811.37505905332, -187500.02235174447, -83359.42278616701, -84216.81335172812, -88726.81423745326, -173448.10646153765, -187500.02235174447, -84829.83229515939, -86853.4474794206, -87787.05749357432, -82530.35188083076, -187500.02235174447, -87611.26102343334, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126545367E9, 0.0, 2025-12-15 14:33:32.654
196.0, 62282.95711075749, -187500.02235174447, -84236.43818335989, -83746.44324141064, -187500.02235174447, -82979.57724089352, -83873.37879817234, -90162.60089428436, -173334.13491656005, -187500.02235174447, -85723.4326867381, -88279.60053439147, -89233.55063599952, -82014.78654322465, -187500.02235174447, -89055.09430826835, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126545513E9, 0.0, 2025-12-15 14:33:32.654
197.0, 62257.5431773118, -187500.02235174447, -84353.00253069431, -83698.0517146649, -187500.02235174447, -82620.56352145238, -83646.19566752859, -90955.35021488073, -173282.63649733504, -187500.02235174447, -86646.13504959764, -88981.89234517723, -90233.92531084125, -81640.6183410428, -187500.02235174447, -89924.19718792406, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.76578041265457E9, 0.0, 2025-12-15 14:33:32.654
198.0, 62252.379924342626, -187500.02235174447, -84566.23817279795, -83716.49190384054, -187500.02235174447, -82514.05745912284, -83950.40290956532, -90760.46535497492, -173304.74237260132, -187500.02235174447, -87128.03866005405, -88621.24694839084, -90419.22127237574, -81600.11698008979, -187500.02235174447, -89882.31001881481, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126545851E9, 0.0, 2025-12-15 14:33:32.654
199.0, 46818.54508144201, -187500.02235174447, 46909.69549533075, 46974.51555425114, 46955.33775750849, 46909.56138486402, 46904.219317939205, 46872.56924779049, 46827.7540001576, -187500.02235174447, 46897.58084983598, 46915.01521051112, 46929.521492662614, 46935.86938808792, -187500.02235174447, 46778.289589678, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126545987E9, 0.0, 2025-12-15 14:33:32.654
200.0, 46832.35845951539, -187500.02235174447, 46923.39711468186, 46988.28422883561, 46969.12878383741, 46923.28535595958, 46917.45155065675, 46885.51090783011, 46841.79089567553, -187500.02235174447, 46911.59539360945, 46929.0744577735, 46943.647795158366, 46949.794524883575, -187500.02235174447, 46792.68411310722, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126546237E9, 0.0, 2025-12-15 14:33:32.654
201.0, 46853.6596719813, -187500.02235174447, 46944.6312719144, 47009.54073781261, 46990.22883060323, 46944.541864936575, 46938.50689393364, 46906.454492384735, 46862.84623895243, -187500.02235174447, 46932.740143864175, 46950.286263261594, 46964.81489715754, 46971.02868211611, -187500.02235174447, 46813.69475289521, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126546383E9, 0.0, 2025-12-15 14:33:32.654
202.0, 46874.5138495581, -187500.02235174447, 46965.4854494912, 47030.26080492268, 47011.038304691116, 46965.35133902447, 46959.20460929926, 46927.12985600589, 46883.70041652923, -187500.02235174447, 46953.66137667434, 46971.27455130513, 46985.669074734345, 46991.92756318183, -187500.02235174447, 46834.81715140548, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126546564E9, 0.0, 2025-12-15 14:33:32.654
203.0, 46889.93655323226, -187500.02235174447, 46981.06461537655, 47045.83997080803, 47026.59511883201, 46980.93050490982, 46974.82847867352, 46942.61961491342, 46898.74314054765, -187500.02235174447, 46968.70410069276, 46986.47373753473, 47000.689447008306, 47006.99263894471, -187500.02235174447, 46849.99398589063, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126546788E9, 0.0, 2025-12-15 14:33:32.654
204.0, 46884.72859677418, -187500.02235174447, 46975.85665891846, 47040.58731086103, 47021.32010714056, 46975.76725194064, 46969.59817047098, 46937.52341717761, 46892.99874222264, -187500.02235174447, 46962.9820541122, 46980.52817350962, 46994.945048683294, 47001.315295853055, -187500.02235174447, 46844.026070121065, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126546977E9, 0.0, 2025-12-15 14:33:32.654
205.0, 46857.50417202761, -187500.02235174447, 46948.54282719408, 47013.340534370014, 46994.028627160624, 46948.36401323843, 46942.41844921332, 46910.298992431046, 46865.193172120235, -187500.02235174447, 46935.24353924317, 46952.72260340722, 46967.09477509198, 46973.420318772834, -187500.02235174447, 46816.15344478529, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126547134E9, 0.0, 2025-12-15 14:33:32.654
206.0, 46828.04457283552, -187500.02235174447, 46919.01617276861, 46983.94799041128, 46964.59137971299, 46918.81500706852, 46913.227070954694, 46881.17466940578, 46835.80062816151, -187500.02235174447, 46905.828643539986, 46923.19594898176, 46937.635175899886, 46944.00542306965, -187500.02235174447, 46786.78325257102, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126547337E9, 0.0, 2025-12-15 14:33:32.654
207.0, 46780.97179901264, -187500.02235174447, 46872.09986115693, 46937.03167879959, 46917.697419845754, 46871.89869545683, 46866.78014597656, 46835.018317105576, 46787.945543282694, -187500.02235174447, 46857.81709644999, 46875.3632158474, 46889.82479450999, 46896.15033819084, -187500.02235174447, 46738.25761535855, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126588137E9, 0.0, 2025-12-15 14:33:32.658
208.0, 46762.039871459, -187500.02235174447, 46853.19028534774, 46918.03269601258, 46898.832547525475, 46853.01147139209, 46848.138791100835, 46816.71223839668, 46771.76288029705, -187500.02235174447, 46841.52267474207, 46859.1582011173, 46873.597428035435, 46879.83356473847, -187500.02235174447, 46721.71732446162, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7657804126588492E9, 0.0, 2025-12-15 14:33:32.658
